"","fraction","units","seg_id","interpreted_qualifiers","site_id","quantitation_limit","data_provider","sample_id","date","value","validator_qualifiers","depth","info_type","parameter"
"3695","total","mg/l","1306-0027","","13-WALK-9.8",0.01,"AE","13-WALK-9.8_20190917",2019-09-17,0.294,"A",NA,NA,"ammonia"
"3696","total","mg/l","1306-0062","","13-DWAR-2.0",0.01,"AE","13-DWAR-2.0_20190814",2019-08-14,0.064,"A",NA,NA,"ammonia"
"3697","total","mg/l","1306-0038","","13-WALK-35.6",0.005,"AE","13-WALK-35.6_20170919",2017-09-19,0.0246,"0",NA,NA,"ammonia"
"3698","total","mg/l","1306-0038","","13-WALK-22.8",0.005,"AE","13-WALK-22.8_20170907",2017-09-07,0.037,"0",NA,NA,"ammonia"
"3699","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20181002",2018-10-02,0.0079,"A",NA,NA,"ammonia"
"3700","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20170906",2017-09-06,0.0494,"0",NA,NA,"ammonia"
"3701","total","mg/l","1306-0061","","13-RIOG-0.7",0.005,"AE","13-RIOG-0.7_20180906",2018-09-06,0.0414,"A",NA,NA,"ammonia"
"3702","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20181003",2018-10-03,0.0115,"A",NA,NA,"ammonia"
"3703","total","mg/l","1306-0078","","13-POCH-1.8",0.01,"AE","13-POCH-1.8_20190918",2019-09-18,0.053,"A",NA,NA,"ammonia"
"3704","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20180906",2018-09-06,0.0159,"A",NA,NA,"ammonia"
"3705","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20170919",2017-09-19,0.0272,"0",NA,NA,"ammonia"
"3706","total","mg/l","1306-0062","","13-DWAR-2.0",0.01,"AE","13-DWAR-2.0_20190917",2019-09-17,0.015,"A",NA,NA,"ammonia"
"3707","total","mg/l","1306-0074","","13-MONH-4.1",0.005,"AE","13-MONH-4.1_20181003",2018-10-03,0.018,"A",NA,NA,"ammonia"
"3708","total","mg/l","1306-0038","","13-WALK-26.9",0.005,"AE","13-WALK-26.9_20170907",2017-09-07,0.0589,"0",NA,NA,"ammonia"
"3709","total","mg/l","1306-0061","","13-WCHEE-0.6",0.005,"AE","13-WCHEE-0.6_20171011",2017-10-11,0.068,"0",NA,NA,"ammonia"
"3710","total","mg/l","1306-0027","","13-WALK-9.8",0.005,"AE","13-WALK-9.8_20181003",2018-10-03,0.0169,"A",NA,NA,"ammonia"
"3711","total","mg/l","1306-0038","","13-WALK-22.8",0.005,"AE","13-WALK-22.8_20171012",2017-10-12,0.028,"0",NA,NA,"ammonia"
"3712","total","mg/l","1306-0038","","13-WALK-22.8",0.005,"AE","13-WALK-22.8_20180815",2018-08-15,0.0577,"A",NA,NA,"ammonia"
"3713","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.005,"AE","13-GUNK_T35-0.2_20180816",2018-08-16,0.0287,"A",NA,NA,"ammonia"
"3714","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.005,"AE","13-GUNK_T35-0.2_20180905",2018-09-05,0.0325,"A",NA,NA,"ammonia"
"3715","total","mg/l","1306-0045","","13-WALK-19.0",0.01,"AE","13-WALK-19.0_20190723",2019-07-23,0.077,"A",NA,NA,"ammonia"
"3716","total","mg/l","1306-0045","","13-WALK-19.0",0.005,"AE","13-WALK-19.0_20170720",2017-07-20,0.0172,"0",NA,NA,"ammonia"
"3717","total","mg/l","1306-0078","","13-POCH-1.8",0.005,"AE","13-POCH-1.8_20181003",2018-10-03,0.0297,"A",NA,NA,"ammonia"
"3718","total","mg/l","1306-0059","","13-LGUN-6.0",0.005,"AE","13-LGUN-6.0_20180905",2018-09-05,0.0136,"A",NA,NA,"ammonia"
"3719","total","mg/l","1306-0038","","13-WALK-35.6",0.005,"AE","13-WALK-35.6_20170906",2017-09-06,0.0424,"0",NA,NA,"ammonia"
"3720","total","mg/l","1306-0074","","13-MONH-4.1",0.005,"AE","13-MONH-4.1_20180816",2018-08-16,0.112,"A",NA,NA,"ammonia"
"3721","total","mg/l","1306-0017","","13-WALK-60.1",0.01,"AE","13-WALK-60.1_20190918",2019-09-18,0.082,"A",NA,NA,"ammonia"
"3722","total","mg/l","1306-0038","","13-WALK-35.6",0.005,"AE","13-WALK-35.6_20171011",2017-10-11,0.0479,"0",NA,NA,"ammonia"
"3723","total","mg/l","1306-0061","","13-WCHEE-0.6",0.05,"AE","13-WCHEE-0.6_20170719",2017-07-19,0.096,"0",NA,NA,"ammonia"
"3724","total","mg/l","1306-0061","","13-WCHEE-0.6",0.05,"AE","13-WCHEE-0.6_20170801",2017-08-01,0.278,"0",NA,NA,"ammonia"
"3725","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20180906",2018-09-06,0.0109,"A",NA,NA,"ammonia"
"3726","total","mg/l","1306-0078","","13-POCH-1.8",0.01,"AE","13-POCH-1.8_20190815",2019-08-15,0.072,"A",NA,NA,"ammonia"
"3727","total","mg/l","1306-0045","","13-WALK-19.0",0.01,"AE","13-WALK-19.0_20190814",2019-08-14,0.028,"A",NA,NA,"ammonia"
"3728","total","mg/l","1306-0027","","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20180816",2018-08-16,0.0442,"A",NA,NA,"ammonia"
"3729","total","mg/l","1306-0038","","13-WALK-29.9",0.005,"AE","13-WALK-29.9_20171011",2017-10-11,0.0385,"0",NA,NA,"ammonia"
"3730","total","mg/l","1306-0044","","13-PKIL-0.4",0.01,"AE","13-PKIL-0.4_20190723",2019-07-23,0.015,"A",NA,NA,"ammonia"
"3731","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20170720",2017-07-20,0.0636,"0",NA,NA,"ammonia"
"3732","total","mg/l","1306-0039","Analyte was analyzed for but not detected","13-SWAK-1.7",0.01,"AE","13-SWAK-1.7_20190814",2019-08-14,NA,"U",NA,NA,"ammonia"
"3733","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20171011",2017-10-11,0.0723,"0",NA,NA,"ammonia"
"3734","total","mg/l","1306-0074","","13-MONH-4.1",0.005,"AE","13-MONH-4.1_20180905",2018-09-05,0.0324,"A",NA,NA,"ammonia"
"3735","total","mg/l","1306-0027","","13-WALK-9.8",0.01,"AE","13-WALK-9.8_20190814",2019-08-14,0.05,"A",NA,NA,"ammonia"
"3736","total","mg/l","1306-0061","","13-WCHEE-0.6",0.005,"AE","13-WCHEE-0.6_20170906",2017-09-06,0.0801,"0",NA,NA,"ammonia"
"3737","total","mg/l","1306-0027","","13-WALK-9.8",0.005,"AE","13-WALK-9.8_20180816",2018-08-16,0.0468,"A",NA,NA,"ammonia"
"3738","total","mg/l","1306-0038","","13-WALK-22.8",0.005,"AE","13-WALK-22.8_20170920",2017-09-20,0.0142,"0",NA,NA,"ammonia"
"3739","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20180815",2018-08-15,0.0227,"A",NA,NA,"ammonia"
"3740","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20181003",2018-10-03,0.0069,"A",NA,NA,"ammonia"
"3741","total","mg/l","1306-0044","Analyte was analyzed for but not detected","13-PKIL-0.4",0.01,"AE","13-PKIL-0.4_20190917",2019-09-17,NA,"U",NA,NA,"ammonia"
"3742","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20170802",2017-08-02,0.0187,"0",NA,NA,"ammonia"
"3743","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20170906",2017-09-06,0.0258,"0",NA,NA,"ammonia"
"3744","total","mg/l","1306-0038","","13-WALK-29.9",0.005,"AE","13-WALK-29.9_20170802",2017-08-02,0.0315,"0",NA,NA,"ammonia"
"3745","total","mg/l","1306-0006","","13-RUTG-1.5",0.01,"AE","13-RUTG-1.5_20190815",2019-08-15,0.023,"A",NA,NA,"ammonia"
"3746","total","mg/l","1306-0039","Analyte was analyzed for but not detected","13-SWAK-1.7",0.01,"AE","13-SWAK-1.7_20190723",2019-07-23,NA,"U",NA,NA,"ammonia"
"3747","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20180815",2018-08-15,0.0715,"A",NA,NA,"ammonia"
"3748","total","mg/l","1306-0027","","13-WALK-9.8",0.01,"AE","13-WALK-9.8_20190723",2019-07-23,0.048,"A",NA,NA,"ammonia"
"3749","total","mg/l","1306-0074","","13-MONH-4.1",0.005,"AE","13-MONH-4.1_20170726",2017-07-26,0.0203,"0",NA,NA,"ammonia"
"3750","total","mg/l","1306-0078","","13-POCH-1.8",0.005,"AE","13-POCH-1.8_20180905",2018-09-05,0.0483,"A",NA,NA,"ammonia"
"3751","total","mg/l","1306-0006","","13-RUTG-1.5",0.005,"AE","13-RUTG-1.5_20180905",2018-09-05,0.0101,"A",NA,NA,"ammonia"
"3752","total","mg/l","1306-0078","","13-POCH-1.8",0.01,"AE","13-POCH-1.8_20190724",2019-07-24,0.091,"A",NA,NA,"ammonia"
"3753","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20181003",2018-10-03,0.0206,"A",NA,NA,"ammonia"
"3754","total","mg/l","1306-0027","","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20171012",2017-10-12,0.163,"0",NA,NA,"ammonia"
"3755","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20170801",2017-08-01,0.0184,"0",NA,NA,"ammonia"
"3756","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20170907",2017-09-07,0.0211,"0",NA,NA,"ammonia"
"3757","total","mg/l","1306-0006","Analyte was analyzed for but not detected","13-RUTG-1.5",0.01,"AE","13-RUTG-1.5_20190918",2019-09-18,NA,"U",NA,NA,"ammonia"
"3758","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20170907",2017-09-07,0.0233,"0",NA,NA,"ammonia"
"3759","total","mg/l","1306-0059","","13-LGUN-6.0",0.005,"AE","13-LGUN-6.0_20180816",2018-08-16,0.0347,"A",NA,NA,"ammonia"
"3760","total","mg/l","1306-0047","","13-GUNK_T35-0.2",0.005,"AE","13-GUNK_T35-0.2_20181003",2018-10-03,0.0105,"A",NA,NA,"ammonia"
"3761","total","mg/l","1306-0062","","13-DWAR-2.0",0.01,"AE","13-DWAR-2.0_20190724",2019-07-24,0.048,"A",NA,NA,"ammonia"
"3762","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20170801",2017-08-01,0.0413,"0",NA,NA,"ammonia"
"3763","total","mg/l","1306-0027","","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20170802",2017-08-02,0.0103,"0",NA,NA,"ammonia"
"3764","total","mg/l","1306-0027","","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20181003",2018-10-03,0.0262,"A",NA,NA,"ammonia"
"3765","total","mg/l","1306-0038","","13-WALK-29.9",0.005,"AE","13-WALK-29.9_20170920",2017-09-20,0.0165,"0",NA,NA,"ammonia"
"3766","total","mg/l","1306-0027","","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20180905",2018-09-05,0.0109,"A",NA,NA,"ammonia"
"3767","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20180905",2018-09-05,0.0281,"A",NA,NA,"ammonia"
"3768","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20170720",2017-07-20,0.0155,"0",NA,NA,"ammonia"
"3769","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20180906",2018-09-06,0.0104,"A",NA,NA,"ammonia"
"3770","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20181004",2018-10-04,0.0176,"A",NA,NA,"ammonia"
"3771","total","mg/l","1306-0038","","13-WALK-29.9",0.005,"AE","13-WALK-29.9_20180815",2018-08-15,0.064,"A",NA,NA,"ammonia"
"3772","total","mg/l","1306-0048","","13-GUNK-40.3",0.005,"AE","13-GUNK-40.3_20180905",2018-09-05,0.0178,"A",NA,NA,"ammonia"
"3773","total","mg/l","1306-0048","","13-GUNK-40.3",0.005,"AE","13-GUNK-40.3_20181003",2018-10-03,0.0082,"A",NA,NA,"ammonia"
"3774","total","mg/l","1306-0048","","13-GUNK-40.3",0.005,"AE","13-GUNK-40.3_20180816",2018-08-16,0.0329,"A",NA,NA,"ammonia"
"3775","total","mg/l","1306-0038","","13-WALK-35.6",0.005,"AE","13-WALK-35.6_20170720",2017-07-20,0.0646,"0",NA,NA,"ammonia"
"3776","total","mg/l","1306-0027","","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20170907",2017-09-07,0.108,"0",NA,NA,"ammonia"
"3777","total","mg/l","1306-0027","","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20170920",2017-09-20,0.0848,"0",NA,NA,"ammonia"
"3778","total","mg/l","1306-0037","","13-WALK-0.7",0.005,"AE","13-WALK-0.7_20180710",2018-07-10,0.109,"T",NA,NA,"ammonia"
"3779","total","mg/l","1306-0068","","13-TINW-0.5",0.01,"AE","13-TINW-0.5_20190724",2019-07-24,0.023,"A",NA,NA,"ammonia"
"3780","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20180816",2018-08-16,0.0357,"A",NA,NA,"ammonia"
"3781","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20171011",2017-10-11,0.0228,"0",NA,NA,"ammonia"
"3782","total","mg/l","1306-0045","","13-WALK-19.0",0.005,"AE","13-WALK-19.0_20170920",2017-09-20,0.0114,"0",NA,NA,"ammonia"
"3783","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20170719",2017-07-19,0.016,"0",NA,NA,"ammonia"
"3784","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20180815",2018-08-15,0.0333,"A",NA,NA,"ammonia"
"3785","total","mg/l","1306-0074","estimated value due to Equipment Blank error","13-MONH-4.1",0.005,"AE","13-MONH-4.1_20180711",2018-07-11,0.194,"J",NA,NA,"ammonia"
"3786","total","mg/l","1306-0027","estimated value due to Equipment Blank error","13-WALK-2.1",0.005,"AE","13-WALK-2.1_20180710",2018-07-10,0.24,"J",NA,NA,"ammonia"
"3787","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20180905",2018-09-05,0.0186,"A",NA,NA,"ammonia"
"3788","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20170920",2017-09-20,0.0429,"0",NA,NA,"ammonia"
"3789","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20170719",2017-07-19,0.0533,"0",NA,NA,"ammonia"
"3790","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20170906",2017-09-06,0.0473,"0",NA,NA,"ammonia"
"3791","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20171011",2017-10-11,0.0894,"0",NA,NA,"ammonia"
"3792","total","mg/l","1306-0037","","13-WALK-0.7",0.005,"AE","13-WALK-0.7_20180816",2018-08-16,0.0443,"A",NA,NA,"ammonia"
"3793","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20180906",2018-09-06,0.0318,"A",NA,NA,"ammonia"
"3794","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20170919",2017-09-19,0.009,"0",NA,NA,"ammonia"
"3795","total","mg/l","1306-0038","","13-WALK-29.9",0.005,"AE","13-WALK-29.9_20170720",2017-07-20,0.0387,"0",NA,NA,"ammonia"
"3796","total","mg/l","1306-0045","","13-WALK-19.0",0.005,"AE","13-WALK-19.0_20171012",2017-10-12,0.0202,"0",NA,NA,"ammonia"
"3797","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20181002",2018-10-02,0.007,"A",NA,NA,"ammonia"
"3798","total","mg/l","1306-0045","","13-WALK-19.0",0.005,"AE","13-WALK-19.0_20181002",2018-10-02,0.0206,"A",NA,NA,"ammonia"
"3799","total","mg/l","1306-0017","","13-WALK-60.1",0.005,"AE","13-WALK-60.1_20170919",2017-09-19,0.0441,"0",NA,NA,"ammonia"
"3800","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20181004",2018-10-04,0.0343,"A",NA,NA,"ammonia"
"3801","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20170802",2017-08-02,0.0494,"0",NA,NA,"ammonia"
"3802","total","mg/l","1306-0038","","13-WALK-35.6",0.005,"AE","13-WALK-35.6_20181003",2018-10-03,0.0494,"A",NA,NA,"ammonia"
"3803","total","mg/l","1306-0038","","13-WALK-29.9",0.005,"AE","13-WALK-29.9_20170907",2017-09-07,0.0403,"0",NA,NA,"ammonia"
"3804","total","mg/l","1306-0045","","13-WALK-19.0",0.005,"AE","13-WALK-19.0_20180815",2018-08-15,0.0504,"A",NA,NA,"ammonia"
"3805","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20171012",2017-10-12,0.0121,"0",NA,NA,"ammonia"
"3806","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20180815",2018-08-15,0.0151,"A",NA,NA,"ammonia"
"3807","total","mg/l","1306-0017","","13-WALK-46.6",0.005,"AE","13-WALK-46.6_20180906",2018-09-06,0.0502,"A",NA,NA,"ammonia"
"3808","total","mg/l","1306-0062","","13-DWAR-2.0",0.005,"AE","13-DWAR-2.0_20180906",2018-09-06,0.0361,"A",NA,NA,"ammonia"
"3809","total","mg/l","1306-0045","","13-GUNK-0.4",0.005,"AE","13-GUNK-0.4_20181002",2018-10-02,0.0073,"A",NA,NA,"ammonia"
"3810","total","mg/l","1306-0045","","13-WALK-19.0",0.005,"AE","13-WALK-19.0_20180906",2018-09-06,0.0071,"A",NA,NA,"ammonia"
"3811","total","mg/l","1306-0059","","13-LGUN-6.0",0.005,"AE","13-LGUN-6.0_20181003",2018-10-03,0.0104,"A",NA,NA,"ammonia"
"3812","total","mg/l","1306-0042","","13-WKLEI-0.6",0.005,"AE","13-WKLEI-0.6_20171012",2017-10-12,0.0199,"0",NA,NA,"ammonia"
"3813","total","mg/l","1306-0038","","13-WALK-29.9",0.005,"AE","13-WALK-29.9_20181002",2018-10-02,0.0199,"A",NA,NA,"ammonia"
"3814","total","mg/l","1306-0044","","13-PKIL-0.4",0.005,"AE","13-PKIL-0.4_20180815",2018-08-15,0.012,"A",NA,NA,"ammonia"
"3815","total","mg/l","1306-0038","","13-WALK-35.6",0.005,"AE","13-WALK-35.6_20170801",2017-08-01,0.0304,"0",NA,NA,"ammonia"
"3816","total","mg/l","1306-0072","","13-MASO-0.2",0.1,"AE","13-MASO-0.2_20180906",2018-09-06,0.67,"A",NA,NA,"nitrogen, kjeldahl, total"
"3817","total","mg/l","1306-0068","","13-TINW-0.5",0.1,"AE","13-TINW-0.5_20190625",2019-06-25,0.63,"A",NA,NA,"nitrogen, kjeldahl, total"
"3818","total","mg/l","1306-0039","","13-SWAK-1.7",0.1,"AE","13-SWAK-1.7_20190917",2019-09-17,0.21,"A",NA,NA,"nitrogen, kjeldahl, total"
"3819","total","mg/l","1306-0039","","13-SWAK-1.7",0.1,"AE","13-SWAK-1.7_20180905",2018-09-05,0.59,"A",NA,NA,"nitrogen, kjeldahl, total"
"3820","total","mg/l","1306-0072","","13-MASO-0.2",0.2,"AE","13-MASO-0.2_20180725",2018-07-25,0.55,"A",NA,NA,"nitrogen, kjeldahl, total"
"3821","total","mg/l","1306-0072","","13-MASO-0.2",0.1,"AE","13-MASO-0.2_20180815",2018-08-15,1.1,"A",NA,NA,"nitrogen, kjeldahl, total"
"3822","total","mg/l","1306-0044","","13-PKIL-0.4",0.2,"AE","13-PKIL-0.4_20180724",2018-07-24,0.79,"A",NA,NA,"nitrogen, kjeldahl, total"
"3823","total","mg/l","1306-0039","","13-SWAK-1.7",0.1,"AE","13-SWAK-1.7_20190814",2019-08-14,0.4,"A",NA,NA,"nitrogen, kjeldahl, total"
"3824","total","mg/l","1306-0072","","13-MASO-0.2",0.2,"AE","13-MASO-0.2_20180711",2018-07-11,0.54,"A",NA,NA,"nitrogen, kjeldahl, total"
"3825","total","mg/l","1306-0039","","13-SWAK-1.7",0.1,"AE","13-SWAK-1.7_20181003",2018-10-03,0.6,"A",NA,NA,"nitrogen, kjeldahl, total"
"3826","total","mg/l","1306-0061","","13-RIOG-0.7",0.2,"AE","13-RIOG-0.7_20180814",2018-08-14,1.08,"A",NA,NA,"nitrogen, kjeldahl, total"
"3827","total","mg/l","1306-0045","","13-WALK-19.0",0.1,"AE","13-WALK-19.0_20181002",2018-10-02,0.9,"A",NA,NA,"nitrogen, kjeldahl, total"
"3828","total","mg/l","1306-0045","","13-WALK-19.0",0.1,"AE","13-WALK-19.0_20191015",2019-10-15,0.62,"A",NA,NA,"nitrogen, kjeldahl, total"
"3829","total","mg/l","1306-0025","","13-QKER-0.9",0.2,"AE","13-QKER-0.9_20180814",2018-08-14,2.81,"A",NA,NA,"nitrogen, kjeldahl, total"
"3830","total","mg/l","1306-0044","","13-PKIL-0.4",0.2,"AE","13-PKIL-0.4_20180710",2018-07-10,0.38,"A",NA,NA,"nitrogen, kjeldahl, total"
"3831","total","mg/l","1306-0072","","13-MASO-0.2",0.1,"AE","13-MASO-0.2_20181004",2018-10-04,0.68,"A",NA,NA,"nitrogen, kjeldahl, total"
"3832","total","mg/l","1306-0038","","13-WALK-44.4",0.1,"AE","13-WALK-44.4_20190815",2019-08-15,0.62,"A",NA,NA,"nitrogen, kjeldahl, total"
"3833","total","mg/l","1306-0061","","13-RIOG-0.7",0.2,"AE","13-RIOG-0.7_20180725",2018-07-25,2.66,"A",NA,NA,"nitrogen, kjeldahl, total"
"3834","total","mg/l","1306-0038","","13-WALK-44.4",0.1,"AE","13-WALK-44.4_20181004",2018-10-04,1.03,"A",NA,NA,"nitrogen, kjeldahl, total"
"3835","total","mg/l","1306-0025","","13-QKER-0.9",0.2,"AE","13-QKER-0.9_20180724",2018-07-24,1.44,"A",NA,NA,"nitrogen, kjeldahl, total"
"3836","total","mg/l","1306-0061","","13-RIOG-0.7",0.1,"AE","13-RIOG-0.7_20181004",2018-10-04,0.76,"A",NA,NA,"nitrogen, kjeldahl, total"
"3837","total","mg/l","1306-0061","","13-RIOG-0.7",0.2,"AE","13-RIOG-0.7_20180711",2018-07-11,0.84,"A",NA,NA,"nitrogen, kjeldahl, total"
"3838","total","mg/l","1306-0068","","13-TINW-0.5",0.1,"AE","13-TINW-0.5_20190724",2019-07-24,0.67,"A",NA,NA,"nitrogen, kjeldahl, total"
"3839","total","mg/l","1306-0044","","13-PKIL-0.4",0.1,"AE","13-PKIL-0.4_20180906",2018-09-06,0.4,"A",NA,NA,"nitrogen, kjeldahl, total"
"3840","total","mg/l","1306-0039","","13-SWAK-1.7",0.1,"AE","13-SWAK-1.7_20190723",2019-07-23,0.54,"A",NA,NA,"nitrogen, kjeldahl, total"
"3841","total","mg/l","1306-0039","","13-SWAK-1.7",0.2,"AE","13-SWAK-1.7_20180710",2018-07-10,0.56,"A",NA,NA,"nitrogen, kjeldahl, total"
"3842","total","mg/l","1306-0047","","13-GUNK-37.7",0.1,"AE","13-GUNK-37.7_20181003",2018-10-03,0.56,"A",NA,NA,"nitrogen, kjeldahl, total"
"3843","total","mg/l","1306-0038","","13-WALK-22.8",0.1,"AE","13-WALK-22.8_20180906",2018-09-06,0.63,"A",NA,NA,"nitrogen, kjeldahl, total"
"3844","total","mg/l","1306-0038","","13-WALK-44.4",0.1,"AE","13-WALK-44.4_20190724",2019-07-24,1.6,"A",NA,NA,"nitrogen, kjeldahl, total"
"3845","total","mg/l","1306-0068","","13-TINW-0.5",0.1,"AE","13-TINW-0.5_20191015",2019-10-15,0.61,"A",NA,NA,"nitrogen, kjeldahl, total"
"3846","total","mg/l","1306-0038","","13-WALK-44.4",0.1,"AE","13-WALK-44.4_20180906",2018-09-06,0.64,"A",NA,NA,"nitrogen, kjeldahl, total"
"3847","total","mg/l","1306-0045","","13-WALK-19.0",0.1,"AE","13-WALK-19.0_20180815",2018-08-15,1.44,"A",NA,NA,"nitrogen, kjeldahl, total"
"3848","total","mg/l","1306-0038","","13-WALK-26.9",0.1,"AE","13-WALK-26.9_20180906",2018-09-06,0.75,"A",NA,NA,"nitrogen, kjeldahl, total"
"3849","total","mg/l","1306-0045","","13-GUNK-0.4",0.2,"AE","13-GUNK-0.4_20180724",2018-07-24,0.73,"A",NA,NA,"nitrogen, kjeldahl, total"
"3850","total","mg/l","1306-0044","","13-PKIL-0.4",0.1,"AE","13-PKIL-0.4_20190917",2019-09-17,0.11,"A",NA,NA,"nitrogen, kjeldahl, total"
"3851","total","mg/l","1306-0061","","13-RIOG-0.7",0.1,"AE","13-RIOG-0.7_20180906",2018-09-06,0.78,"A",NA,NA,"nitrogen, kjeldahl, total"
"3852","total","mg/l","1306-0037","","13-WALK-0.8",0.1,"AE","13-WALK-0.8_20180905",2018-09-05,0.8,"A",NA,NA,"nitrogen, kjeldahl, total"
"3853","total","mg/l","1306-0039","","13-SWAK-1.7",0.1,"AE","13-SWAK-1.7_20190626",2019-06-26,0.42,"A",NA,NA,"nitrogen, kjeldahl, total"
"3854","total","mg/l","1306-0045","","13-WALK-19.0",0.2,"AE","13-WALK-19.0_20180724",2018-07-24,1.4,"A",NA,NA,"nitrogen, kjeldahl, total"
"3855","total","mg/l","1306-0017","","13-WALK-60.1",0.1,"AE","13-WALK-60.1_20190625",2019-06-25,0.69,"A",NA,NA,"nitrogen, kjeldahl, total"
"3856","total","mg/l","1306-0038","","13-WALK-44.4",0.1,"AE","13-WALK-44.4_20190626",2019-06-26,0.78,"A",NA,NA,"nitrogen, kjeldahl, total"
"3857","total","mg/l","1306-0025","","13-QKER-0.9",0.2,"AE","13-QKER-0.9_20180711",2018-07-11,1.01,"A",NA,NA,"nitrogen, kjeldahl, total"
"3858","total","mg/l","1306-0025","","13-QKER-0.9",0.1,"AE","13-QKER-0.9_20180905",2018-09-05,0.73,"A",NA,NA,"nitrogen, kjeldahl, total"
"3859","total","mg/l","1306-0038","","13-WALK-44.4",0.1,"AE","13-WALK-44.4_20180815",2018-08-15,1.2,"A",NA,NA,"nitrogen, kjeldahl, total"
"3860","total","mg/l","1306-0038","","13-WALK-26.9",0.1,"AE","13-WALK-26.9_20180815",2018-08-15,0.89,"A",NA,NA,"nitrogen, kjeldahl, total"
"3861","total","mg/l","1306-0045","","13-GUNK-0.4",0.1,"AE","13-GUNK-0.4_20181002",2018-10-02,0.45,"A",NA,NA,"nitrogen, kjeldahl, total"
"3862","total","mg/l","1306-0006","","13-RUTG-1.5",0.2,"AE","13-RUTG-1.5_20180814",2018-08-14,1,"A",NA,NA,"nitrogen, kjeldahl, total"
"3863","total","mg/l","1306-0044","","13-PKIL-0.4",0.1,"AE","13-PKIL-0.4_20190723",2019-07-23,0.47,"A",NA,NA,"nitrogen, kjeldahl, total"
"3864","total","mg/l","1306-0059","","13-LGUN-6.0",0.2,"AE","13-LGUN-6.0_20180725",2018-07-25,0.63,"A",NA,NA,"nitrogen, kjeldahl, total"
